CenterX,CenterY,Eccentricity,KurtosisX,KurtosisY,GrdGrid1_x,GrdGrid1_y,GrdGrid2_x,GrdGrid2_y,GrdGrid3_x,GrdGrid3_y,GrdGrid4_x,GrdGrid4_y,GrdGrid1_5,GrdGrid5_y,GrdGrid6_x,GrdGrid6_y,GrdGrid7_x,GrdGrid7_y,GrdGrid8_x,GrdGrid8_y,PressGrid1,PressGrid2,PressGrid3,PressGrid4,PressGrid5,PressGrid6,PressGrid7,PressGrid8,PressGrid9,PressGrid10,PressGrid11,PressGrid12,PressGrid13,PressGrid14,PressGrid15,PressGrid16,Label
178.0,224.0,0.9053,-0.0899,-0.9855,-0.5,0.5,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5,0.5,0.0,0.5,-0.5,1.5,0.0,100.771,102.616,102.615,102.626,97.647,98.689,102.632,99.875,97.761,96.857,95.508,92.057,92.03,91.984,90.241,93.605,6
146.0,195.0,0.9281,0.4187,-0.8566,0.0,1.0,0.0,0.0,0.5,-0.5,0.0,0.0,1.5,-0.5,3.0,-3.0,0.5,-0.5,-0.5,0.5,102.218,103.25,103.25,103.25,97.171,99.177,95.362,100.785,88.908,81.821,81.501,90.877,94.443,102.827,100.324,102.221,6
156.0,219.0,0.8934,-0.3561,-1.1707,0.0,0.0,0.5,-0.5,0.0,0.0,-0.5,0.5,-0.5,1.5,0.0,0.0,2.0,-1.0,-1.5,1.5,100.013,101.624,102.494,102.493,93.95,93.315,102.981,90.626,89.844,87.953,85.989,87.785,91.51,95.121,90.475,92.994,6
171.0,235.0,0.8586,0.4567,-1.1679,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,1.5,-0.5,99.517,101.713,101.321,102.096,96.293,99.445,99.939,101.358,97.66,95.472,96.667,85.825,89.153,90.084,82.888,97.073,6
142.0,216.0,0.8763,-0.0778,-1.0631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,2.0,0.0,0.0,98.946,99.018,102.189,100.874,96.872,98.125,101.141,93.095,93.594,90.596,84.247,89.91,90.478,99.513,98.553,102.483,6
159.0,235.0,0.8751,0.1395,-1.1153,0.0,0.0,-0.5,-0.5,0.5,-0.5,1.5,-1.5,0.0,0.0,-1.0,1.0,0.5,-0.5,0.0,0.0,101.388,102.003,102.332,102.662,97.799,99.755,97.573,96.459,99.117,87.97,88.344,87.991,93.622,95.181,94.312,97.995,6
164.0,213.0,0.9127,0.3635,-0.8854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5,0.0,1.0,101.291,102.829,102.83,102.828,96.858,98.412,102.908,100.942,97.338,92.274,89.483,91.503,91.656,95.885,93.176,99.003,6
145.0,206.0,0.9216,-0.4641,-0.851,0.0,0.0,-1.5,1.5,0.0,0.0,1.0,0.0,-0.5,0.5,-1.5,1.5,0.5,-0.5,-0.5,-0.5,101.725,101.455,102.998,102.997,95.557,96.292,97.231,97.438,91.946,87.084,88.068,95.037,93.336,99.142,97.493,98.549,6
151.0,257.0,0.9181,-0.6974,-1.0707,0.0,0.0,-0.5,0.5,0.0,0.0,-0.5,0.5,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,101.936,102.531,101.859,102.965,101.97,100.981,100.701,100.815,100.462,100.788,99.966,97.714,97.557,100.43,101.444,101.741,1
130.0,252.0,0.8577,-0.5679,-1.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,-0.5,0.5,100.978,99.78,99.933,101.996,101.537,101.466,99.763,98.332,100.128,100.665,98.72,100.364,96.99,101.335,101.853,101.787,1
153.0,254.0,0.8713,-0.9071,-1.0898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.141,100.696,100.006,102.161,101.968,101.398,100.895,99.64,100.81,99.859,99.845,97.173,96.521,99.856,101.115,101.0,1
135.0,273.0,0.9024,-0.9968,-0.8765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,101.638,101.407,101.941,102.666,101.832,101.751,100.463,99.228,100.572,100.695,99.2,99.677,98.021,100.797,100.441,102.626,1
131.0,297.0,0.9198,-0.5944,-0.7835,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,101.903,102.545,102.419,102.933,101.97,101.991,100.901,99.753,100.838,100.967,99.694,100.015,98.809,100.656,101.076,102.589,1
